name,state,street,lon,lat,formatted,categories,min_fee
Pyramids View Inn,Giza,Abou Al Houl Al Syahi Western Street,31.14114227,29.9748143,"Pyramids View Inn, Abou Al Houl Al Syahi Western Street, Kom al Akhdar, Giza, 12125, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']",0
Rainbow Zalabia,Cairo,Madinaty Road,31.64193168,30.09592815,"Rainbow Zalabia, Madinaty Road, Cairo, 19519, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",0
Ramses Hilton,Cairo,Al Ghelal Street,31.23192005,30.0505894,"Ramses Hilton, 1115 Al Ghelal Street, Boulak, Cairo, 12344, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation', 'internet_access', 'wheelchair', 'wheelchair.yes']",98
Ramses Hilton,Cairo,Al Ghelal Street,31.23192005,30.0505894,"Ramses Hilton, 1115 Al Ghelal Street, Boulak, Cairo, 12344, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation', 'internet_access', 'wheelchair', 'wheelchair.yes']",98
ras sudr,South Sinai,"Ras Sedr, Al Tour Road",32.8555852,29.3009087,"Moon Beach Restaurant, Ras Sedr, Al Tour Road, Lagia Concession, Abu Zenima, Egypt","['catering', 'catering.restaurant', 'internet_access']",0
Ratios,Cairo,Street 11,31.2643904,29.9545485,"Ratios, 10B Street 11, Ma‘di Al Khahiri, Cairo, 11431, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",0
RDNA,Cairo,Street 254,31.2763249,29.9616111,"RDNA, Street 254, Cairo, 11431, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.deli', 'commercial.food_and_drink.health_food']",0
Regent House Hotel,Cairo,Al Shai Al Hendy Passage,31.2396366,30.048999,"Regent House Hotel, 2 Al Shai Al Hendy Passage, Bab al Luq, Cairo, 42801, Egypt","['accommodation', 'accommodation.hotel', 'internet_access']",0
Regent House Hotel,Cairo,Al Shai Al Hendy Passage,31.2396366,30.048999,"Regent House Hotel, 2 Al Shai Al Hendy Passage, Bab al Luq, Cairo, 42801, Egypt","['accommodation', 'accommodation.hotel', 'internet_access']",0
Rest,Red Sea,Street 1,33.0550706,28.3513498,"Rest, Street 1, Gharib Cape, 84715, Egypt","['catering', 'catering.cafe']",0
Restaurant Aqua Palms,Red Sea,"Hurghada, Ismailia Road",33.6995696,27.3228291,"Restaurant Aqua Palms, Hurghada, Ismailia Road, Gamsha, Egypt","['catering', 'catering.restaurant', 'internet_access']",0
Retro,Giza,Suliman Abaza Street,31.2034331,30.0486883,"Retro, Suliman Abaza Street, El Mohandesin, Giza, 12615, Egypt","['catering', 'catering.restaurant']",0
"rich coffee, little bit expensive but nice people",Aswan,Kornish Al Nile Street,32.8950781,24.0900037,"rich coffee, little bit expensive but nice people, 83 Kornish Al Nile Street, Abd Al Aazim Hassn, 81511, Egypt","['catering', 'catering.cafe', 'internet_access']",0
Rihan,Cairo,Street 9,31.2662482,29.9513911,"Rihan, Street 9, Cairo, 11431, Egypt","['catering', 'catering.restaurant']",0
Rokn Farouk,Cairo,Rokn Al Farouq Square,31.2948309,29.8470384,"Rokn Farouk, Rokn Al Farouq Square, Cairo, 11918, Egypt","['entertainment', 'entertainment.museum']",0
ronda,Red Sea,Hala'ib W Shalateen Road,35.4281343,24.2057256,"ronda, Hala'ib W Shalateen Road, Ash Shalatin, Egypt","['catering', 'catering.restaurant']",0
Royal pyramids Inn,Giza,Al Al Farazdq Street,31.1414565,29.9740365,"Royal pyramids Inn, 5 Al Al Farazdq Street, Nazlet al Batran, Giza, 12557, Egypt","['accommodation', 'accommodation.hotel']",0
Royal pyramids Inn,Giza,Al Al Farazdq Street,31.1414565,29.9740365,"Royal pyramids Inn, 5 Al Al Farazdq Street, Nazlet al Batran, Giza, 12557, Egypt","['accommodation', 'accommodation.hotel']",0
Royal Residence Hotel Suites & Apartments,Cairo,Street 18,31.26929595,29.9584158,"Royal Residence Hotel Suites & Apartments, 11 Street 18, Cairo, 11728, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']",0
Royal Residence Hotel Suites & Apartments,Cairo,Street 18,31.26929595,29.9584158,"Royal Residence Hotel Suites & Apartments, 11 Street 18, Cairo, 11728, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']",0
Rumah Makan Bandung,Cairo,Mohamed Farid Abou Hadid Street,31.3359696,30.0436516,"Rumah Makan Bandung, Mohamed Farid Abou Hadid Street, Nasr City, Cairo, 11717, Egypt","['catering', 'catering.restaurant']",0
Sabeh,Cairo,Moustafa Safwat Street,31.3393706,29.8460372,"Sabeh, Moustafa Safwat Street, Cairo, 11421, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.cheese_and_dairy']",0
Sachi,Cairo,Cleopatra Street,31.3250202,30.0881147,"Sachi, 3 Cleopatra Street, Heliopolis, Cairo, 11737, Egypt","['catering', 'catering.restaurant']",0
Safir Hotel,Giza,Refaah Street,31.213403,30.0351353,"Safir Hotel, Refaah Street, Dokki, Giza, 12612, Egypt","['accommodation', 'accommodation.hotel']",0
Safir Hotel,Giza,Refaah Street,31.2138502,30.0353398,"Safir Hotel, Refaah Street, Dokki, Giza, 12612, Egypt","['accommodation', 'accommodation.hotel']",0
Safir Hotel,Giza,Refaah Street,31.213403,30.0351353,"Safir Hotel, Refaah Street, Dokki, Giza, 12612, Egypt","['accommodation', 'accommodation.hotel']",0
Safir Hotel,Giza,Refaah Street,31.2138502,30.0353398,"Safir Hotel, Refaah Street, Dokki, Giza, 12612, Egypt","['accommodation', 'accommodation.hotel']",0
Sahara Inn,Red Sea,"Al Zaafarana, Ra's Ghareb Road",32.6586369,29.1132378,"Sahara Inn, Al Zaafarana, Ra's Ghareb Road, Egypt","['catering', 'catering.restaurant']",0
Saigon Vietnamese Restaurant,Red Sea,Ahmed Ragab Street,33.67379036,27.4071507,"Saigon Vietnamese Restaurant, Ahmed Ragab Street, Aj Jona, 84513, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant', 'catering.restaurant.vietnamese']",0
Sakkara Country Club,Giza,"Zaweya Abou Moslem, Saqara Road",31.185601,29.9140543,"Sakkara Country Club, Zaweya Abou Moslem, Saqara Road, Abu Sir, 12947, Egypt","['accommodation', 'accommodation.hotel']",0
Sakkara Country Club,Giza,"Zaweya Abou Moslem, Saqara Road",31.185601,29.9140543,"Sakkara Country Club, Zaweya Abou Moslem, Saqara Road, Abu Sir, 12947, Egypt","['accommodation', 'accommodation.hotel']",0
Salah Ed-Din,Aswan,Kornish Al Nile Street,32.89526401,24.09093945,"Salah Ed-Din, Kornish Al Nile Street, Othman Ahmed Ibrahim, 81543, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant', 'catering.restaurant.regional']",0
Salimos,Cairo,Street 270,31.2800721,29.9819608,"Salimos, Street 270, Cairo, 11742, Egypt","['catering', 'catering.restaurant']",0
San Remo,South Sinai,Al Salam Street,32.7115672,29.5855734,"San Remo, Al Salam Street, Ras Sudr, 46612, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.pizza']",0
Sanctuary of Hatshepsut and Thutmoses I,Luxor,Maabad Hatshebsout Road,32.60726192,25.73813035,"The First Terrace, Maabad Hatshebsout Road, New Al Qarnh City, 85958, Egypt","['building', 'building.tourism', 'entertainment', 'entertainment.museum']",0
Sanctuary of Hatshepsut and Thutmoses I,Luxor,Maabad Hatshebsout Road,32.60726192,25.73813035,"The First Terrace, Maabad Hatshebsout Road, New Al Qarnh City, 85958, Egypt","['building', 'building.tourism', 'entertainment', 'entertainment.museum']",0
Sara Inn,Cairo,Al Bostan Al Saedi Street,31.23907609,30.04661835,"Sara Inn, 1 Al Bostan Al Saedi Street, Abdin, Cairo, 11513, Egypt","['accommodation', 'accommodation.hotel']",0
Sara Inn,Cairo,Al Bostan Al Saedi Street,31.23907609,30.04661835,"Sara Inn, 1 Al Bostan Al Saedi Street, Abdin, Cairo, 11513, Egypt","['accommodation', 'accommodation.hotel']",0
Sattva Steps,Cairo,Ahmed Heshmat Street,31.2209509,30.0678913,"Sattva Steps, 35 Ahmed Heshmat Street, Al-Sabtiyya, 11568, Egypt","['catering', 'catering.restaurant']",0
Sawy Bakery & Sweet,Cairo,Street 81,31.2598526,29.958433,"Sawy Bakery & Sweet, Street 81, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",0
Sea Breeze Grill,Red Sea,"Al Qusair, Marsa Aalam Road",34.3800333,25.9536246,"Sea Breeze Grill, Al Qusair, Marsa Aalam Road, Al Qusair City, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.barbecue']",0
Sea Gull,Giza,Kornish Al Nil Street,31.21926606,30.04474465,"Sea Gull, Kornish Al Nil Street, El Agouza, Giza, 12411, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",0
Seafood restaurant $,Aswan,Al Sadat Road,32.8874974,24.0722919,"Seafood restaurant $, Al Sadat Road, Nagaa Al Mahata, 81531, Egypt","['catering', 'catering.restaurant']",0
Seagull,Red Sea,Mövenpick El Qusair,34.2465624,26.1550477,"Seagull, Mövenpick El Qusair, Al Qusair City, 84712, Egypt","['catering', 'catering.restaurant']",0
Seven Eleven Heru Pyramids View Hotel,Giza,Sameh Abdel Hakam Street,31.1439583,29.9540856,"Seven Eleven Heru Pyramids View Hotel, 7 Sameh Abdel Hakam Street, Cairo, 12557, Egypt","['accommodation', 'accommodation.hotel', 'internet_access']",0
Seven Eleven Heru Pyramids View Hotel,Giza,Sameh Abdel Hakam Street,31.1439583,29.9540856,"Seven Eleven Heru Pyramids View Hotel, 7 Sameh Abdel Hakam Street, Cairo, 12557, Egypt","['accommodation', 'accommodation.hotel', 'internet_access']",0
Seven Seas,Red Sea,Hala'ib W Shalateen Road,35.4277747,24.2053057,"Seven Seas, Hala'ib W Shalateen Road, Ash Shalatin, Egypt","['catering', 'catering.restaurant']",0
Shabrawy,Eastern,Omar Ibn Al Khatab Street,31.7536747,30.306925,"Shabrawy, Omar Ibn Al Khatab Street, 63, 10th of Ramadan, 44629, Egypt","['catering', 'catering.restaurant']",0
Shaheen Cofee,Giza,Imam Ibrahim Street,31.2117776,30.0425128,"Shaheen Cofee, Imam Ibrahim Street, Dokki, Giza, 12611, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.coffee_and_tea']",0
Shamy Number One,Cairo,Street 9,31.2644375,29.9523798,"Shamy Number One, Street 9, Ma‘di Al Khahiri, Cairo, 11431, Egypt","['catering', 'catering.fast_food', 'catering.fast_food.kebab']",0
shikh el araab (saif),Giza,Tersa Street,31.1622767,29.9897928,"shikh el araab (saif), 24 Tersa Street, Kom al Akhdar, Giza, 12574, Egypt","['catering', 'catering.restaurant', 'halal']",0
Shiva Indian Restaurant,Cairo,Mohamed Abaid Street,31.338793,30.0879398,"Shiva Indian Restaurant, 11 Mohamed Abaid Street, Heliopolis, Cairo, 11736, Egypt","['catering', 'catering.restaurant']",0
Simonds Bakery & Cafè,Giza,Kornish Al Nil Street,31.2195991,30.0408365,"Simonds Bakery & Cafè, Kornish Al Nil Street, El Agouza, Giza, 12411, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",0
Sinai Star Resort,South Sinai,"Ras Sedr, Al Tour Road",32.7563174,29.4453913,"Sinai Star Resort, Ras Sedr, Al Tour Road, Ras Sudr, Egypt","['accommodation', 'accommodation.hotel']",0
"Sisha Bar ""Bedouin Tent""",Red Sea,"Al Qusair, Marsa Aalam Road",34.5987368,25.6074171,"Sisha Bar ""Bedouin Tent"", Al Qusair, Marsa Aalam Road, Egypt","['catering', 'catering.cafe', 'internet_access']",0
Small Cafe,Giza,"Al Giza, Al Wahat Al Bahareya Road",29.6621676,29.3301527,"Small Cafe, Al Giza, Al Wahat Al Bahareya Road, Egypt","['catering', 'catering.cafe']",0
Snack,Red Sea,"Al Qusair, Marsa Aalam Road",34.79095448,25.25401,"Snack, Al Qusair, Marsa Aalam Road, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",0
Snack bar,Red Sea,"Al Qusair, Marsa Aalam Road",34.7856324,25.2554146,"Snack bar, Al Qusair, Marsa Aalam Road, Egypt","['catering', 'catering.fast_food', 'catering.fast_food.pizza']",0
Snow Cafe,Giza,Al Mahrousa Street,31.21240463,30.063416,"Snow Cafe, Al Mahrousa Street, El Agouza, Giza, 12658, Egypt","['building', 'building.catering', 'building.industrial', 'catering', 'catering.cafe']",0
Sofitel,Cairo,Montazah Al Gezira Street,31.22461697,30.0387174,"Sofitel Al-Gezirah Cairo, 3 Montazah Al Gezira Street, Bab al Luq, 11568, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation', 'internet_access', 'wheelchair', 'wheelchair.yes']",0
Sofitel,Cairo,Montazah Al Gezira Street,31.22461697,30.0387174,"Sofitel Al-Gezirah Cairo, 3 Montazah Al Gezira Street, Bab al Luq, 11568, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation', 'internet_access', 'wheelchair', 'wheelchair.yes']",0
Sofra,Red Sea,"Al Qusair, Marsa Aalam Road",34.609774,25.5985942,"Sofra, Al Qusair, Marsa Aalam Road, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.turkish']",0
Sola Cafe & Restaurant,Cairo,Moustafa Abd Al Aal Street,31.3403102,30.0795538,"Sola Cafe & Restaurant, Moustafa Abd Al Aal Street, Cairo, 11736, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.french']",0
Soliah Restaurant,Aswan,25,32.8829807,24.0231607,"Soliah Restaurant, 25, Shash, 81531, Egypt","['catering', 'catering.restaurant']",0
Solo Mart,South Sinai,Al Salam Street,32.7192802,29.5889722,"Solo Mart, 99 Al Salam Street, Ras Sudr, 46612, Egypt","['commercial', 'commercial.gift_and_souvenir']",0
Soprano,Red Sea,"Al Qusair, Marsa Aalam Road",34.7918169,25.2509252,"Soprano, Al Qusair, Marsa Aalam Road, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.italian', 'catering.restaurant.pizza']",0
Sotto Sopra,Red Sea,Ahmed Ragab Street,33.6747265,27.4078665,"Sotto Sopra, Ahmed Ragab Street, Gamsha, 84513, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.pizza']",0
Souvenir d'Egypte,Cairo,Street 9,31.2594677,29.9582589,"Souvenir d'Egypte, 84 Street 9, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['commercial', 'commercial.gift_and_souvenir']",0
Spectra,Cairo,Al Zahaby Street,31.3126865,30.0892244,"Spectra, Al Zahaby Street, Al-Zaitoun, Cairo, 11774, Egypt","['catering', 'catering.restaurant']",0
spectra,Cairo,Mohamed Hussein Heikal Street,31.3388459,30.0581007,"spectra, Mohamed Hussein Heikal Street, Nasr City, Cairo, 11765, Egypt","['catering', 'catering.restaurant']",0
Spectra,Giza,Side Al Markazy Axis,30.9181924,29.9587929,"Spectra, Side Al Markazy Axis, 11th District, 6th of October, 12566, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.international']",0
star plaza guest house,Giza,Doctor Michael Bakhum Street,31.2055397,30.0391947,"star plaza guest house, Doctor Michael Bakhum Street, Dokki, Giza, 12311, Egypt","['accommodation', 'accommodation.hotel']",0
star plaza guest house,Giza,Doctor Michael Bakhum Street,31.2055397,30.0391947,"star plaza guest house, Doctor Michael Bakhum Street, Dokki, Giza, 12311, Egypt","['accommodation', 'accommodation.hotel']",0
State Bakery,Aswan,East Al Bandr Street,32.8980355,24.0843479,"State Bakery, East Al Bandr Street, Abd Al Hafiz Abou Qedies, 81511, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",0
Steigenberger Pyramids Cairo,Giza,"Cairo, Alexandria Desert Road",31.12526114,29.9938693,"Steigenberger Pyramids Cairo, Cairo, Alexandria Desert Road, Remaya Square, 12572, Egypt","['accommodation', 'accommodation.hotel']",0
Steigenberger Pyramids Cairo,Giza,"Cairo, Alexandria Desert Road",31.12526114,29.9938693,"Steigenberger Pyramids Cairo, Cairo, Alexandria Desert Road, Remaya Square, 12572, Egypt","['accommodation', 'accommodation.hotel']",0
Sudan Restaurant,Cairo,Adly Street,31.24579134,30.05090055,"Sudan Restaurant, 6 Adly Street, Abdin, Cairo, 11518, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant', 'catering.restaurant.african']",0
Sudanese coffee,Aswan,Street 6,32.8640546,24.0605888,"Jabbana, Street 6, Nagaa Al Mahata, 81531, Egypt","['catering', 'catering.cafe']",0
Sugar Rush,Giza,Oman Square,31.202631,30.0407336,"Sugar Rush, Oman Square, Been Al-Sarayat, Giza, 12615, Egypt","['catering', 'catering.cafe']",0
Suisse Hotel,Cairo,Mohamed Basyouni Street,31.2373404,30.0482677,"Suisse Hotel, 26 Mohamed Basyouni Street, Bab al Luq, Cairo, 11556, Egypt","['accommodation', 'accommodation.hotel']",0
Suisse Hotel,Cairo,Mohamed Basyouni Street,31.2373404,30.0482677,"Suisse Hotel, 26 Mohamed Basyouni Street, Bab al Luq, Cairo, 11556, Egypt","['accommodation', 'accommodation.hotel']",0
Sunny Restaurant,Red Sea,Inas Al Deghedi Street,33.6735839,27.3994393,"Sunny Restaurant, Inas Al Deghedi Street, Gamsha, 84513, Egypt","['catering', 'catering.restaurant']",0
svu theater,Qena,Al Gamaah Al Ra'eisy Street,32.7425499,26.1920215,"svu theater, Al Gamaah Al Ra'eisy Street, Qena, Egypt","['entertainment', 'entertainment.culture', 'entertainment.culture.theatre']",0
svu theater,Qena,Al Gamaah Al Ra'eisy Street,32.7425499,26.1920215,"svu theater, Al Gamaah Al Ra'eisy Street, Qena, Egypt","['entertainment', 'entertainment.culture', 'entertainment.culture.theatre']",0
Sweet House,Cairo,Street 82,31.2592628,29.9565305,"Sweet House, Street 82, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",0
Swiss Inn Pyramids Golf Resort,Giza,Al Wahat Road,31.04696387,29.9630842,"Swiss Inn Pyramids Golf Resort, Al Wahat Road, Gardina Park valley, 6th of October, 12585, Egypt","['accommodation', 'accommodation.hotel']",0
Swiss Inn Pyramids Golf Resort,Giza,Al Wahat Road,31.04696387,29.9630842,"Swiss Inn Pyramids Golf Resort, Al Wahat Road, Gardina Park valley, 6th of October, 12585, Egypt","['accommodation', 'accommodation.hotel']",0
Tahrir Plaza Suites Hotel,Cairo,Merit Pasha Street,31.2348627,30.0486474,"Tahrir Plaza Suites Hotel, 19 Merit Pasha Street, Bab al Luq, Cairo, 11519, Egypt","['accommodation', 'accommodation.hotel']",0
Tahrir Plaza Suites Hotel,Cairo,Merit Pasha Street,31.2348627,30.0486474,"Tahrir Plaza Suites Hotel, 19 Merit Pasha Street, Bab al Luq, Cairo, 11519, Egypt","['accommodation', 'accommodation.hotel']",0
Tandoor,Red Sea,Ahmed Ragab Street,33.67433018,27.40677795,"Tandoor, Ahmed Ragab Street, Gamsha, 84513, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant', 'catering.restaurant.indian']",0
TBS,Giza,Makkah Street,31.2033284,30.0485582,"TBS, Makkah Street, El Mohandesin, Giza, 12615, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",0
Teba Bakery,Giza,Abou Al Mahasen Al Shazly Street,31.21080373,30.0604968,"Teba Bakery, 66 Abou Al Mahasen Al Shazly Street, El Agouza, Giza, 12654, Egypt","['building', 'building.commercial', 'commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",0
Teda Fun Valley,Suez,"Side Suez, Ain Sokhna Road",32.31170188,29.67326765,"Teda Fun Valley, Side Suez, Ain Sokhna Road, Ain Sokhna, Egypt","['entertainment', 'entertainment.theme_park']",0
TeePee home accessories,Cairo,Street 231,31.2767383,29.9618201,"TeePee home accessories, Street 231, Cairo, 11431, Egypt","['commercial', 'commercial.gift_and_souvenir']",0
Temaya,Suez,"Side Suez, Ain Sokhna Road",32.3592971,29.6709644,"Temaya, Side Suez, Ain Sokhna Road, Ain Sokhna, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.fish']",0
TGI Friday's,Giza,Al Nil Street,31.2183236,30.0256919,"TGI Friday's, Al Nil Street, Dokki, Giza, 12612, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.american']",0
The African club restaurant and cafe,Aswan,Al Masaken Street,32.8854747,24.0631753,"The African club restaurant and cafe, Al Masaken Street, Nagaa Al Mahata, 81531, Egypt","['catering', 'catering.restaurant']",0
The Bakery By Marriott,Cairo,Street 9,31.2601368,29.9574805,"The Bakery By Marriott, 76A Street 9, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",0
The Bakery Shop (TBS),Cairo,Street 9,31.2614055,29.9557967,"The Bakery Shop (TBS), Street 9, Ma‘di Al Khahiri, Cairo, 11431, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",0
The Bread Basket - German Bread & Sweets,Cairo,Street 81,31.2607599,29.9589204,"The Bread Basket - German Bread & Sweets, Street 81, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",0
The Burger Bar,Red Sea,Ahmed Ragab Street,33.6753048,27.4068848,"The Burger Bar, Ahmed Ragab Street, Gamsha, 84513, Egypt","['catering', 'catering.fast_food', 'catering.fast_food.burger']",0
The Coffee Bean & Tea Leaf,Cairo,Gamal Abd Al Naser Axis,31.404764,29.9887521,"The Coffee Bean & Tea Leaf, Gamal Abd Al Naser Axis, Cairo, 11936, Egypt","['catering', 'catering.cafe', 'catering.cafe.coffee', 'catering.cafe.coffee_shop']",0
The Courtyard Maadi,Cairo,Extension Palestine Street,31.2848812,29.9776776,"The Courtyard Maadi, 2 Extension Palestine Street, Cairo, 11742, Egypt","['catering', 'catering.restaurant']",0
The District Food Court,Cairo,Al Nasr Road,31.3839731,30.0915885,"The District Food Court, Al Nasr Road, Cairo, 11351, Egypt","['catering', 'catering.restaurant']",0
The Grill (former: Oriental Grill),Red Sea,Inas Al Deghedi Street,33.6763557,27.3955555,"The Grill (former: Oriental Grill), Inas Al Deghedi Street, Aj Jona, 84513, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.barbecue']",0
The King,Giza,Al Sad Al Aali Street,31.2134027,30.0429255,"The King, Al Sad Al Aali Street, Dokki, Giza, 12611, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.drinks']",0
The Location,Cairo,Asmaa Zaghloul Street,31.3181851,30.077194,"The Location, 20 Asmaa Zaghloul Street, Cairo, 11759, Egypt","['catering', 'catering.cafe']",0
The Oasis,Red Sea,"Al Qusair, Marsa Aalam Road",34.7832592,25.2665099,"The Oasis, Al Qusair, Marsa Aalam Road, Egypt","['catering', 'catering.restaurant', 'internet_access']",0
The Setup,Giza,Al Atba' Street,31.1993324,30.0467519,"The Setup, Al Atba' Street, El Mohandesin, Giza, 12615, Egypt","['commercial', 'commercial.gift_and_souvenir']",0
The Shepherd Hotel,Cairo,Abd Al Qader Hamza Street,31.23173468,30.04214105,"The Shepherd Hotel, Abd Al Qader Hamza Street, Bab al Luq, Cairo, 11519, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']",0
The Shepherd Hotel,Cairo,Abd Al Qader Hamza Street,31.231877,30.0420866,"The Shepherd Hotel, Abd Al Qader Hamza Street, Bab al Luq, Cairo, 11519, Egypt","['accommodation', 'accommodation.hotel', 'tourism', 'tourism.sights']",0
The Shepherd Hotel,Cairo,Abd Al Qader Hamza Street,31.23173468,30.04214105,"The Shepherd Hotel, Abd Al Qader Hamza Street, Bab al Luq, Cairo, 11519, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']",0
The Shepherd Hotel,Cairo,Abd Al Qader Hamza Street,31.231877,30.0420866,"The Shepherd Hotel, Abd Al Qader Hamza Street, Bab al Luq, Cairo, 11519, Egypt","['accommodation', 'accommodation.hotel', 'tourism', 'tourism.sights']",0
The SnackShack El Gouna,Red Sea,Inas Al Deghedi Street,33.6752077,27.3960452,"The SnackShack El Gouna, Inas Al Deghedi Street, Aj Jona, 84513, Egypt","['catering', 'catering.restaurant', 'vegan', 'vegetarian']",0
The Square Boutique Hotel,Cairo,Mohamed Sabry Abou Alam Street,31.238954,30.0472745,"The Square Boutique Hotel, Mohamed Sabry Abou Alam Street, Bab al Luq, Cairo, 11613, Egypt","['accommodation', 'accommodation.hotel']",0
The Square Boutique Hotel,Cairo,Mohamed Sabry Abou Alam Street,31.238954,30.0472745,"The Square Boutique Hotel, Mohamed Sabry Abou Alam Street, Bab al Luq, Cairo, 11613, Egypt","['accommodation', 'accommodation.hotel']",0
The St. Regis Cairo,Cairo,Kornish Al Nil Street,31.227601,30.0630181,"The St. Regis Cairo, 1189 Kornish Al Nil Street, Al-Sabtiyya, Cairo, 11624, Egypt","['accommodation', 'accommodation.hotel']",0
The St. Regis Cairo,Cairo,Kornish Al Nil Street,31.227601,30.0630181,"The St. Regis Cairo, 1189 Kornish Al Nil Street, Al-Sabtiyya, Cairo, 11624, Egypt","['accommodation', 'accommodation.hotel']",0
Theatre Fauzi Fauzi,Aswan,Kornish Al Nile Street,32.8996358,24.1131659,"Theatre Fauzi Fauzi, Kornish Al Nile Street, Saleh Gahin, 81543, Egypt","['entertainment', 'entertainment.culture', 'entertainment.culture.theatre']",0
Tiap Hous,Giza,Mohamed Khalaf Street,31.2140328,30.0416081,"Tiap Hous, Mohamed Khalaf Street, Dokki, Giza, 12611, Egypt","['accommodation', 'accommodation.hotel']",0
Tiap Hous,Giza,Mohamed Khalaf Street,31.2140328,30.0416081,"Tiap Hous, Mohamed Khalaf Street, Dokki, Giza, 12611, Egypt","['accommodation', 'accommodation.hotel']",0
Tiba Pyramids Hotel,Giza,Abou Al Houl Al Syahi Street,31.1414737,29.9865912,"Tiba Pyramids Hotel, Abou Al Houl Al Syahi Street, Kom al Akhdar, Remaya Square, 12512, Egypt","['accommodation', 'accommodation.hotel']",0
Tiba Pyramids Hotel,Giza,Abou Al Houl Al Syahi Street,31.1414737,29.9865912,"Tiba Pyramids Hotel, Abou Al Houl Al Syahi Street, Kom al Akhdar, Remaya Square, 12512, Egypt","['accommodation', 'accommodation.hotel']",0
Tie House,Aswan,Kornish Al Nile Street,32.8966993,24.0944878,"Tie House, Kornish Al Nile Street, Sherif Soliman, 81543, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.drinks']",0
tigo coffee shop,Cairo,Hafez Ramadan Street,31.3415642,30.0680815,"tigo coffee shop, 3 Hafez Ramadan Street, Cairo, 11391, Egypt","['catering', 'catering.cafe', 'internet_access', 'internet_access.free']",0
Time,Red Sea,"Hurghada, Ismailia Road",33.733366,27.3027482,"Time, Hurghada, Ismailia Road, Al Ahia', 84509, Egypt","['catering', 'catering.cafe']",0
Tonsy Hotel,Giza,Al Tahrir Street,31.21801911,30.0394806,"Tonsy Hotel, 147 Al Tahrir Street, Dokki, Giza, 12612, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation', 'building.office']",0
Tonsy Hotel,Giza,Al Tahrir Street,31.21801911,30.0394806,"Tonsy Hotel, 147 Al Tahrir Street, Dokki, Giza, 12612, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation', 'building.office']",0
tortina - beyond desert,Cairo,Baha' Al Din Qaraqosh Street,31.219921,30.0569372,"tortina - beyond desert, Baha' Al Din Qaraqosh Street, Al-Sabtiyya, 11211, Egypt","['catering', 'catering.cafe']",0
