name,state,street,lon,lat,formatted,categories,min_fee
Burger King,Cairo,Departure,31.3960429,30.1114022,"Burger King, Departure, Cairo, 11351, Egypt","['catering', 'catering.fast_food', 'catering.fast_food.burger']",0.0
باشا,Cairo,Arrival,31.3958879,30.1129466,"Basha, Arrival, Cairo, 11351, Egypt","['catering', 'catering.cafe']",0.0
سباي سباي,Cairo,Aziz Abaza Street,31.224051296565627,30.06233355,"Sabai Sabai, 15 Aziz Abaza Street, Al-Sabtiyya, 11568, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",0.0
Cinnabon,Cairo,Sherif Pasha Street,31.242629635083382,30.0497179,"Cinnabon, 25 Sherif Pasha Street, Abdin, Cairo, 11513, Egypt","['building', 'building.catering', 'catering', 'catering.fast_food']",0.0
The Coffee Bean & Tea Leaf,Cairo,Gamal Abd Al Naser Axis,31.40476400155649,29.9887521,"The Coffee Bean & Tea Leaf, Gamal Abd Al Naser Axis, Cairo, 11936, Egypt","['catering', 'catering.cafe', 'catering.cafe.coffee', 'catering.cafe.coffee_shop']",0.0
قهوة المملكة,Giza,Gamaa Al Doul Al Arabiya Street,31.205242163839287,30.0563359,"El Mamlaka Cafe, 30 Gamaa Al Doul Al Arabiya Street, El Mohandesin, Giza, 12654, Egypt","['building', 'building.catering', 'catering', 'catering.cafe']",0.0
بون آبيتيت,Giza,Wadi Al Nil Street,31.20144745,30.0574759,"Bon Appétit, 21 Wadi Al Nil Street, El Mohandesin, Cairo, 12655, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",0.0
Cuffichino,Cairo,Al Mostashfa Al Yonany Street,31.28021532421278,30.064355650000003,"Cuffichino, Al Mostashfa Al Yonany Street, Cairo, 11535, Egypt","['building', 'building.catering', 'catering', 'catering.cafe']",0.0
كافيتريا واحة النخيل,Cairo,Royal Palm Promenade,31.2633325,30.0383869,"Cafeteria Wahet Al-Nakheel, Royal Palm Promenade, Cairo, 11639, Egypt","['catering', 'catering.restaurant']",0.0
لو نوتر,Cairo,Royal Palm Promenade,31.2663224,30.0424128,"Le Notre, Royal Palm Promenade, El-Darb El-Ahmar, Cairo, 11261, Egypt","['catering', 'catering.restaurant']",0.0
تريانون كافيه,Cairo,Royal Palm Promenade,31.2637361,30.0402425,"Trianon Cafe, Royal Palm Promenade, Cairo, 11675, Egypt","['catering', 'catering.cafe']",0.0
Zaatar w Zeit,Giza,Side 26th of July Axis,30.99114544680118,30.00786935,"Zaatar w Zeit, Side 26th of July Axis, El Nada Compound, 12573, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant', 'catering.restaurant.regional']",0.0
ستاربكس,Giza,Side 26th of July Axis,30.9923564,30.0081495,"Starbucks, Side 26th of July Axis, El Nada Compound, 12573, Egypt","['building', 'building.catering', 'catering', 'catering.cafe', 'catering.cafe.coffee', 'catering.cafe.coffee_shop']",0.0
Hameed,Giza,Side 26th of July Axis,30.992056276534758,30.00805875,"Hameed, Side 26th of July Axis, El Nada Compound, 12573, Egypt","['building', 'building.catering', 'catering', 'catering.fast_food', 'catering.fast_food.burger']",0.0
Hameed,Giza,Side 26th of July Axis,30.99145295,30.007908200000003,"Hameed, Side 26th of July Axis, El Nada Compound, 12573, Egypt","['building', 'building.catering', 'catering', 'catering.fast_food', 'catering.fast_food.burger']",0.0
ماكدونلدز,Cairo,Al Sayed Al Marghany Street,31.3347266,30.0872706,"McDonald's, Al Sayed Al Marghany Street, Heliopolis, Cairo, 11736, Egypt","['catering', 'catering.fast_food']",0.0
كنتاكي,Cairo,Mohamed Anis Street,31.3265043,30.0838504,"Kentucky Fried Chicken, Mohamed Anis Street, Cairo, 11737, Egypt","['catering', 'catering.fast_food']",0.0
قاعة الطعام,Cairo,Al Tesein Northern Street,31.49218459225441,30.0272594,"Food Court, Al Tesein Northern Street, Cairo, 11865, Egypt","['catering', 'catering.restaurant']",0.0
بورتو,Cairo,Kornish Al Nil Street,31.23769336732353,29.96471135,"Porto, Kornish Al Nil Street, Al-Maasara, Cairo, 11917, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",0.0
هاواى,Cairo,Kornish Al Nil Street,31.240269080326875,29.9631849,"Hawaii, Kornish Al Nil Street, Al-Maasara, Cairo, 11917, Egypt","['building', 'building.catering', 'catering', 'catering.cafe']",0.0
سبرنكلز,Cairo,Kornish Al Nil Street,31.2396079,29.96540265,"Sprinkles, Kornish Al Nil Street, Al-Maasara, Cairo, 11917, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",0.0
افندينا,Cairo,Kornish Al Nil Street,31.24015970932204,29.964876,"Afandina, Kornish Al Nil Street, Al-Maasara, Cairo, 11917, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",0.0
موكا تشينو,Cairo,Kornish Al Nil Street,31.24076566934786,29.96505595,"Mocha Chino, Kornish Al Nil Street, Al-Maasara, Cairo, 11917, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",0.0
سبورت,Cairo,Kornish Al Nil Street,31.23729564077232,29.9654356,"Sport, Kornish Al Nil Street, Al-Maasara, Cairo, 11917, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",0.0
المطعم الريفى,Cairo,Kornish Al Nil Street,31.23904300822969,29.9656111,"El Rifi Restaurant, Kornish Al Nil Street, Al-Maasara, Cairo, 11917, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",0.0
ايطاليانو,Cairo,Kornish Al Nil Street,31.238583785478568,29.96394665,"Italiano, Kornish Al Nil Street, Al-Maasara, Cairo, 11917, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",0.0
المطعم الايطالى,Cairo,Kornish Al Nil Street,31.238276436597065,29.964361850000003,"Italian Restaurant, Kornish Al Nil Street, Al-Maasara, Cairo, 11917, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",0.0
اناكوتا,Cairo,Side Talaat Moustafa Road,31.62466828715813,30.10725565,"Anakota, Side Talaat Moustafa Road, Cairo, 19511, Egypt","['catering', 'catering.restaurant']",0.0
اناكوتا,Cairo,Side Talaat Moustafa Road,31.624884909304637,30.10736245,"Anakota, Side Talaat Moustafa Road, Cairo, 19511, Egypt","['catering', 'catering.restaurant']",0.0
افندينا,Cairo,Kornish Al Nil Street,31.24009186633401,29.9650019,"Afandina, Kornish Al Nil Street, Al-Maasara, Cairo, 11917, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",0.0
مطعم ومقهى اكسبريسو,Cairo,Al Hegaz Street,31.320231325927374,30.0986274,"Xpressu Restaurant And Cafe, Al Hegaz Street, Heliopolis, Cairo, 11757, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",0.0
ميتشو كافيه,Cairo,Nehrou Street,31.319070348844832,30.0980617,"Mucho Cafe, Nehrou Street, Al-Zaitoun, Cairo, 11849, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",0.0
ستاربكس,Cairo,Al Hegaz Street,31.319870719523195,30.0983452,"Starbucks, Al Hegaz Street, Heliopolis, Cairo, 11757, Egypt","['building', 'building.catering', 'catering', 'catering.cafe']",0.0
اندريا,Cairo,Nehrou Street,31.319649528034404,30.09861585,"Andrea, Nehrou Street, Al-Zaitoun, Cairo, 11849, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",0.0
مطعم ومقهى اسبيرانتو,Cairo,Nehrou Street,31.318868163347712,30.0988075,"Esperanto Restaurant And Cafe, Nehrou Street, Al-Zaitoun, Cairo, 11849, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",0.0
كلاسيك روك,Cairo,Nehrou Street,31.31880590783119,30.09862805,"Classic Rock Coffee, Nehrou Street, Al-Zaitoun, Cairo, 11849, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",0.0
مطعم البحيرة,Cairo,The Red Bridge,31.50129660483117,30.07869155,"Ibis Restaurant, The Red Bridge, Cairo, 11841, Egypt","['catering', 'catering.restaurant']",0.0
مطعم الغابة,Cairo,Al Nasr Eastern Axis,31.50191777466341,30.07713425,"Jungle Restaurant, Al Nasr Eastern Axis, Cairo, 11841, Egypt","['catering', 'catering.restaurant']",0.0
La Poire,Giza,Nady Al Seid Street,31.2021357,30.0438938,"La Poire, Nady Al Seid Street, El Mohandesin, Giza, 12615, Egypt","['building', 'building.catering', 'catering', 'catering.cafe']",0.0
لادوري باريس,Giza,"Cairo, Al Fayoum Desert Road",31.12496329629401,29.9784098,"Laduree Paris, Cairo, Al Fayoum Desert Road, Remaya Square, 12587, Egypt","['catering', 'catering.cafe', 'catering.cafe.cake']",0.0
مركز الملك خوفو,Giza,"Cairo, Al Fayoum Desert Road",31.12354204818581,29.97839995,"The King Khufu Center, Cairo, Al Fayoum Desert Road, Remaya Square, 12587, Egypt","['catering', 'catering.restaurant']",0.0
مطعم البرنس,Cairo,Al Elwy Street,31.2414334,30.0469148,"Prince Restaurant, Al Elwy Street, Bab al Luq, Cairo, 42801, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.kebab']",0.0
Ovio,Cairo,Street 18,31.2692026,29.9582437,"Ovio, Street 18, Cairo, 11431, Egypt","['catering', 'catering.restaurant']",0.0
TGI Friday's,Giza,Al Nil Street,31.2183236,30.0256919,"TGI Friday's, Al Nil Street, Dokki, Giza, 12612, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.american']",0.0
Fusion Resturant,Giza,Al Hosny Street,31.1926999,30.0625599,"Fusion Resturant, Al Hosny Street, Meet Oqba, Giza, 12657, Egypt","['catering', 'catering.restaurant']",0.0
spectra,Cairo,Mohamed Hussein Heikal Street,31.3388459,30.0581007,"spectra, Mohamed Hussein Heikal Street, Nasr City, Cairo, 11765, Egypt","['catering', 'catering.restaurant']",0.0
Costa,Cairo,Street 9,31.2607498,29.9570511,"Costa, 75 Street 9, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['catering', 'catering.cafe', 'catering.cafe.coffee', 'catering.cafe.coffee_shop', 'internet_access']",0.0
Cafe Greco,Cairo,Street 9,31.2613963,29.9556029,"Cafe Greco, Street 9, Ma‘di Al Khahiri, Cairo, 11431, Egypt","['catering', 'catering.cafe']",0.0
Andrea,Giza,Teraa Al Maryotia Street,31.141951,29.9994195,"Andrea, Teraa Al Maryotia Street, Kom al Akhdar, Cairo, 12512, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.regional']",0.0
KFC,Cairo,Hassn Al Gazzar Street,31.3557797,30.0688081,"KFC, Hassn Al Gazzar Street, Cairo, 11391, Egypt","['catering', 'catering.fast_food']",0.0
Mori Sushi,Cairo,Street 9,31.2607594,29.9565477,"Mori Sushi, Street 9, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.sushi']",0.0
Costa Cafe,Cairo,Hassn Al Gazzar Street,31.355678,30.0688572,"Costa Cafe, Hassn Al Gazzar Street, Cairo, 11391, Egypt","['catering', 'catering.cafe', 'catering.cafe.coffee', 'catering.cafe.coffee_shop']",0.0
نادي سيهورس,Cairo,Kornish Al Nil Street,31.2308531,29.9815639,"Seahorse Club, Kornish Al Nil Street, Cairo, 11745, Egypt","['catering', 'catering.restaurant']",0.0
تشيكن تيكا,Cairo,Al Khalifa Al Ma'moun Street,31.3091065,30.0869919,"Chicken Tikka, Al Khalifa Al Ma'moun Street, Heliopolis, Cairo, 11712, Egypt","['catering', 'catering.fast_food']",0.0
Hardee's,Cairo,Mansheyah Al Tayaran Street,31.3089936,30.0868991,"Hardees, Mansheyah Al Tayaran Street, Al-Zaitoun, Cairo, 11774, Egypt","['catering', 'catering.fast_food', 'catering.fast_food.burger']",0.0
Cilantro,Cairo,Mohamed Mahmoud Street,31.2372471,30.0436079,"Cilantro, Mohamed Mahmoud Street, Bab al Luq, Cairo, 11513, Egypt","['catering', 'catering.cafe', 'catering.cafe.coffee', 'catering.cafe.coffee_shop', 'internet_access', 'internet_access.free']",0.0
فلافل نعمة,Giza,Street 10,30.9190928,29.9491167,"Nema fast foods, Street 10, 5th district, 6th of October, 12566, Egypt","['catering', 'catering.fast_food']",0.0
Kunst Gallery and Cafe,Cairo,Sherif Pasha Street,31.2420145,30.0499139,"Kunst Gallery and Cafe, 28 Sherif Pasha Street, Abdin, Cairo, 11513, Egypt","['catering', 'catering.cafe']",0.0
KFC,Suez,"Side Suez, Ain Sokhna Road",32.3420125,29.6925734,"KFC, Side Suez, Ain Sokhna Road, Ain Sokhna, Egypt","['catering', 'catering.fast_food']",0.0
Pizza Hut,Suez,"Side Suez, Ain Sokhna Road",32.3420661,29.6930394,"Pizza Hut, Side Suez, Ain Sokhna Road, Ain Sokhna, Egypt","['catering', 'catering.fast_food']",0.0
Cook Door,Suez,"Suez, Ain Sokhna Road",32.3410469,29.6948382,"Cook Door, Suez, Ain Sokhna Road, New Suez, Egypt","['catering', 'catering.fast_food']",0.0
Al-Dawar Cafe,Giza,Mahmoud Eissa Street,31.1827293,30.0575892,"Al-Dawar Cafe, Mahmoud Eissa Street, Meet Oqba, Giza, 12827, Egypt","['catering', 'catering.cafe']",0.0
fruit palace,Giza,Al Metemedeya Street,31.1856637,30.0533427,"fruit palace, Al Metemedeya Street, Meet Oqba, Giza, 12827, Egypt","['catering', 'catering.fast_food']",0.0
Retro,Giza,Suliman Abaza Street,31.2034331,30.0486883,"Retro, Suliman Abaza Street, El Mohandesin, Giza, 12615, Egypt","['catering', 'catering.restaurant']",0.0
مطعم جاد,Giza,Al Markazy Axis,30.9463895,29.973968,"Gad Fast Food, Al Markazy Axis, 1st District, 6th of October, 12591, Egypt","['catering', 'catering.fast_food']",0.0
كشري التحرير,Giza,Al Markazy Axis,30.9459817,29.9736677,"Koshary Al-Tahrir, Al Markazy Axis, 1st District, 6th of October, 12591, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.regional']",0.0
Spectra,Giza,Side Al Markazy Axis,30.9181924,29.9587929,"Spectra, Side Al Markazy Axis, 11th District, 6th of October, 12566, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.international']",0.0
Pizza Hut,Giza,Al Markazy Axis,30.9443932,29.9717459,"Pizza Hut, Al Markazy Axis, 3rd District, 6th of October, 12596, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.pizza']",0.0
دجاج كنتاكي,Giza,Al Markazy Axis,30.9444472,29.9717749,"KFC, Al Markazy Axis, 3rd District, 6th of October, 12596, Egypt","['catering', 'catering.fast_food']",0.0
ماكدونالدز,Giza,Al Markazy Axis,30.9441102,29.9715928,"McDonald's, Al Markazy Axis, 3rd District, 6th of October, 12596, Egypt","['catering', 'catering.fast_food', 'catering.fast_food.burger']",0.0
Cilantro,Giza,Al Markazy Axis,30.9449725,29.9761131,"Cilantro, Al Markazy Axis, 7th District, 6th of October, 12591, Egypt","['catering', 'catering.cafe', 'catering.cafe.coffee', 'catering.cafe.coffee_shop']",0.0
ماكدونالدز,Giza,Mohy Al Din Abou Al Ezz Street,31.2004126,30.0425216,"McDonald's, Mohy Al Din Abou Al Ezz Street, El Mohandesin, Giza, 12615, Egypt","['catering', 'catering.fast_food', 'catering.fast_food.burger']",0.0
ستاربكس,Giza,Abou Bakr Al Sedik Street,31.1977975,30.0426864,"Starbucks, Abou Bakr Al Sedik Street, El Mohandesin, Giza, 12615, Egypt","['catering', 'catering.cafe', 'catering.cafe.coffee', 'catering.cafe.coffee_shop']",0.0
صافو,Giza,Al Batal Adnan Omar Sedki Street,31.203448,30.0387748,"Safo, Al Batal Adnan Omar Sedki Street, Been Al-Sarayat, Giza, 12615, Egypt","['catering', 'catering.fast_food']",0.0
Costa,Giza,Masdaq Street,31.2057313,30.0397215,"Costa, Masdaq Street, Dokki, Giza, 12311, Egypt","['catering', 'catering.cafe', 'catering.cafe.coffee', 'catering.cafe.coffee_shop']",0.0
Peking,Giza,Al Atba' Street,31.1986184,30.0468447,"Peking, Al Atba' Street, El Mohandesin, Giza, 12615, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.chinese']",0.0
Pangea,Giza,Oman Square,31.2026525,30.0412816,"Pangea, Oman Square, Been Al-Sarayat, Giza, 12615, Egypt","['catering', 'catering.restaurant']",0.0
Sugar Rush,Giza,Oman Square,31.202631,30.0407336,"Sugar Rush, Oman Square, Been Al-Sarayat, Giza, 12615, Egypt","['catering', 'catering.cafe']",0.0
Dunkin',Cairo,Street 9,31.2617692,29.9552262,"Dunkin', Street 9, Ma‘di Al Khahiri, Cairo, 11431, Egypt","['catering', 'catering.fast_food']",0.0
Mugshot,Cairo,Street 9,31.262932,29.9537732,"Mugshot, Street 9, Ma‘di Al Khahiri, Cairo, 11431, Egypt","['catering', 'catering.cafe', 'internet_access', 'internet_access.free']",0.0
Auntie Loulou,Cairo,Street 9,31.2633854,29.9536455,"Auntie Loulou, 47 Street 9, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['catering', 'catering.cafe', 'catering.cafe.ice_cream', 'catering.ice_cream']",0.0
Bikya - Second hand books and coffee,Cairo,Street 85,31.2632333,29.9542976,"Bikya - Second hand books and coffee, 40 Street 85, Cairo, 11431, Egypt","['catering', 'catering.cafe']",0.0
Movenpick Waffle Shop,Cairo,Street 9,31.2635856,29.9534755,"Movenpick Waffle Shop, 45 Street 9, Ma‘di Al Khahiri, Cairo, 11431, Egypt","['catering', 'catering.cafe', 'catering.cafe.ice_cream', 'catering.ice_cream']",0.0
Ma Tigoo Hookah Lounge,Cairo,Street 9,31.2635524,29.9535112,"Ma Tigoo Hookah Lounge, 45 Street 9, Ma‘di Al Khahiri, Cairo, 11431, Egypt","['catering', 'catering.cafe']",0.0
Marny's,Cairo,Street 213,31.27675,29.960352,"Marny's, Street 213, Cairo, 11431, Egypt","['catering', 'catering.cafe']",0.0
Brazilian Coffee Stores,Cairo,Street 9,31.2621844,29.954672,"Brazilian Coffee Stores, Street 9, Ma‘di Al Khahiri, Cairo, 11431, Egypt","['catering', 'catering.cafe']",0.0
Pizza Hut,Cairo,Street 9,31.260742,29.9570981,"Pizza Hut, 75 Street 9, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.pizza']",0.0
Angelica Desert Bar,Cairo,Street 9,31.26006,29.958034,"Angelica Desert Bar, Street 9, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['catering', 'catering.restaurant']",0.0
Mermaid,Cairo,Street 9,31.2600911,29.9579783,"Mermaid, Street 9, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['catering', 'catering.restaurant']",0.0
Belgaufra Belgian Waffles,Cairo,Street 9,31.2597509,29.95807,"Belgaufra Belgian Waffles, 82 Street 9, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['catering', 'catering.restaurant']",0.0
Crumbs cupcakes & more,Cairo,Street 9,31.2597821,29.958034,"Crumbs cupcakes & more, 82 Street 9, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['catering', 'catering.cafe', 'commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.confectionery', 'internet_access', 'internet_access.free']",0.0
Cinnabon,Cairo,Street 9,31.2595207,29.9583378,"Cinnabon, 84 Street 9, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['catering', 'catering.fast_food']",0.0
دوكا ودوارة,Cairo,Street 9,31.2593955,29.95823,"Douka wa Douara, 84 Street 9, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.arab']",0.0
Munchies,Cairo,Al Nahda Street,31.2586556,29.959194,"Munchies, Al Nahda Street, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['catering', 'catering.fast_food']",0.0
Kahwet Share,Cairo,Al Nahda Street,31.2586697,29.9591734,"Kahwet Share, Al Nahda Street, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['catering', 'catering.cafe']",0.0
Adam's Döner & Grill,Cairo,Street 12,31.2617669,29.9599,"Adam's Döner & Grill, Street 12, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['catering', 'catering.fast_food', 'catering.fast_food.kebab']",0.0
La Petite Creperie,Cairo,Moustafa Kamel Street,31.2604235,29.9589249,"La Petite Creperie, Moustafa Kamel Street, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['catering', 'catering.cafe', 'catering.cafe.ice_cream', 'catering.ice_cream']",0.0
Uncle Sam's,Cairo,Moustafa Kamel Street,31.2604102,29.9589711,"Uncle Sam's, Moustafa Kamel Street, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.burger']",0.0
Art Cafe,Cairo,Street 13,31.2629305,29.9592952,"Art Cafe, Street 13, Ma‘di Al Khahiri, Cairo, 11431, Egypt","['catering', 'catering.cafe']",0.0
Delight sweet house,Cairo,Street 250,31.26998,29.959264,"Delight sweet house, Street 250, Ma‘di, Cairo, 11431, Egypt","['catering', 'catering.cafe']",0.0
La Casetta,Cairo,Street 18,31.2691641,29.9582723,"La Casetta, Street 18, Cairo, 11431, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.italian']",0.0
Pistachio Cafe & Restaurant,Cairo,Street 18,31.2685167,29.9591201,"Pistachio Cafe & Restaurant, Street 18, Cairo, 11431, Egypt","['catering', 'catering.restaurant']",0.0
Il Pennello Ceramic Cafe,Cairo,Street 9,31.2667985,29.9510533,"Il Pennello Ceramic Cafe, Street 9, Cairo, 11431, Egypt","['catering', 'catering.cafe']",0.0
Nice Cream,Cairo,Street 9,31.2667471,29.9510796,"Nice Cream, Street 9, Cairo, 11431, Egypt","['catering', 'catering.restaurant']",0.0
Rihan,Cairo,Street 9,31.2662482,29.9513911,"Rihan, Street 9, Cairo, 11431, Egypt","['catering', 'catering.restaurant']",0.0
Barista,Cairo,Street 9,31.2654792,29.9515758,"Barista, 24 Street 9, Cairo, 11728, Egypt","['catering', 'catering.cafe']",0.0
ماكدونالدز,Cairo,Al Nasr Street,31.2824328,29.9759163,"McDonald's, Al Nasr Street, Cairo, 11742, Egypt","['catering', 'catering.fast_food', 'catering.fast_food.burger']",0.0
Basmatio,Cairo,Al Nasr Street,31.2841324,29.9760998,"Basmatio, Al Nasr Street, Cairo, 11742, Egypt","['catering', 'catering.fast_food']",0.0
Burger King,Cairo,Al Nasr Street,31.2844277,29.9761352,"Burger King, Al Nasr Street, Cairo, 11742, Egypt","['catering', 'catering.fast_food', 'catering.fast_food.burger']",0.0
Chicken Tikka,Cairo,Al Nasr Street,31.2845562,29.9761671,"Chicken Tikka, Al Nasr Street, Cairo, 11742, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.chicken']",0.0
Cilantro,Cairo,Al Nasr Street,31.2848546,29.9761865,"Cilantro, Al Nasr Street, Cairo, 11742, Egypt","['catering', 'catering.cafe']",0.0
Hardee's,Cairo,Al Nasr Street,31.284407,29.9761651,"Hardee's, Al Nasr Street, Cairo, 11742, Egypt","['catering', 'catering.fast_food', 'catering.fast_food.burger']",0.0
دجاج كنتاكي,Cairo,Al Nasr Street,31.2841279,29.9761197,"KFC, Al Nasr Street, Cairo, 11742, Egypt","['catering', 'catering.fast_food']",0.0
Pizza Hut,Cairo,Al Nasr Street,31.284008,29.9760919,"Pizza Hut, Al Nasr Street, Cairo, 11742, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.pizza']",0.0
Har,Cairo,Al Nasr Street,31.2844897,29.9761452,"Har, Al Nasr Street, Cairo, 11742, Egypt","['catering', 'catering.fast_food', 'catering.fast_food.pizza']",0.0
Cairut,Cairo,Street 7,31.2599966,29.9561618,"Cairut, Street 7, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['catering', 'catering.restaurant']",0.0
ElTahrir K.o.s.h.a.r.y,Cairo,Al Nasr Street,31.2845333,29.9757637,"ElTahrir K.o.s.h.a.r.y, Al Nasr Street, Cairo, 11742, Egypt","['catering', 'catering.fast_food']",0.0
ستاربكس,Cairo,Al Nasr Street,31.2833804,29.9755951,"Starbucks, Al Nasr Street, Cairo, 11742, Egypt","['catering', 'catering.cafe', 'catering.cafe.coffee', 'catering.cafe.coffee_shop']",0.0
مطعم مستر مندي - Mr. Mandy Restaurant,Cairo,Mohamed Badr Street,31.2873846,29.9767385,"مطعم مستر مندي - Mr. Mandy Restaurant, Mohamed Badr Street, Cairo, 11742, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.burger']",0.0
hash café londonessence,Cairo,Mohamed Badr Street,31.2874328,29.9767763,"hash café londonessence, Mohamed Badr Street, Cairo, 11742, Egypt","['catering', 'catering.cafe']",0.0
Burger King,Cairo,The Ring Road,31.308828,29.9861357,"Burger King, The Ring Road, Cairo, 11742, Egypt","['catering', 'catering.fast_food', 'catering.fast_food.burger']",0.0
El Menofy,Cairo,The Ring Road,31.3204724,29.9836998,"El Menofy, The Ring Road, Cairo, 11771, Egypt","['catering', 'catering.restaurant']",0.0
La Poire,Cairo,The Ring Road,31.3203425,29.9836942,"La Poire, The Ring Road, Cairo, 11771, Egypt","['catering', 'catering.cafe']",0.0
Car Cafe Club,Giza,Al Nil Street,31.2191696,30.0336558,"Car Cafe Club, Al Nil Street, Dokki, Giza, 12612, Egypt","['catering', 'catering.cafe']",0.0
Chop Chop - Far Eastern Cuisine,Giza,Ibn Kathir Street,31.2181103,30.0302239,"Chop Chop - Far Eastern Cuisine, Ibn Kathir Street, Dokki, Giza, 12612, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.asian']",0.0
le Chateau; le Chalet - Swiss Restaurant,Giza,Al Nil Street,31.2182018,30.0305602,"le Chateau; le Chalet - Swiss Restaurant, Al Nil Street, Dokki, Giza, 12612, Egypt","['catering', 'catering.restaurant']",0.0
tortina - beyond desert,Cairo,Baha' Al Din Qaraqosh Street,31.219921,30.0569372,"tortina - beyond desert, Baha' Al Din Qaraqosh Street, Al-Sabtiyya, 11211, Egypt","['catering', 'catering.cafe']",0.0
Costa,Cairo,Ahmed Heshmat Street,31.2216124,30.0651553,"Costa, Ahmed Heshmat Street, Al-Sabtiyya, 11568, Egypt","['catering', 'catering.cafe', 'catering.cafe.coffee', 'catering.cafe.coffee_shop']",0.0
LIDO,Cairo,Shagarat Al Dur Street,31.2200729,30.0631918,"LIDO, Shagarat Al Dur Street, Al-Sabtiyya, 11211, Egypt","['catering', 'catering.fast_food', 'catering.fast_food.burger']",0.0
Pure Cafe,Cairo,Ismail Mohamed Street,31.220359,30.0636091,"Pure Cafe, Ismail Mohamed Street, Al-Sabtiyya, 11568, Egypt","['catering', 'catering.cafe']",0.0
فول وطعمية سلامة,Al Qalyubiya,Mohamed Tawfiq Street,31.3075321,30.1383517,"Salama Foul & Taameya, Mohamed Tawfiq Street, Musturud, Shubra al Khayma, 11832, Egypt","['catering', 'catering.restaurant']",0.0
ماندرين قويدر,Cairo,Side El Orouba Axis,31.4117862,30.0178254,"Mandarin Queider, Side El Orouba Axis, Cairo, 11528, Egypt","['catering', 'catering.restaurant']",0.0
بول,Cairo,Al Tesein Southern Street,31.4129048,30.0167337,"Paul, Al Tesein Southern Street, Cairo, 11835, Egypt","['catering', 'catering.cafe']",0.0
ستاربكس,Cairo,Al Tesein Southern Street,31.4124677,30.0166536,"Starubucks, Al Tesein Southern Street, Cairo, 11835, Egypt","['catering', 'catering.cafe']",0.0
سيلانترو,Cairo,Al Tesein Southern Street,31.4122792,30.0172577,"Cilantro Cafe, Al Tesein Southern Street, Cairo, 11835, Egypt","['catering', 'catering.cafe']",0.0
سيلانترو,Giza,Wadi Al Nil Street,31.2014578,30.0539457,"Cilantro, Wadi Al Nil Street, El Mohandesin, Cairo, 12655, Egypt","['catering', 'catering.cafe']",0.0
أروما,Cairo,El Orouba Axis,31.4117789,30.0172522,"Aroma, El Orouba Axis, Cairo, 11528, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.international']",0.0
