name,state,district,street,lon,lat,formatted,categories,
Suez,Sharm Al Sheikh International Road,32.6627025,29.8480805,"Sharm Al Sheikh International Road, Suez, Egypt","['catering', 'catering.fast_food']",[],,
بازوكا,Red Sea,Al Genina Street,33.0805809,28.3595698,"Bazzoka, Al Genina Street, Gharib Cape, 84715, Egypt","['catering', 'catering.restaurant']",,
Merbey EG,Red Sea,Amr Khalil Street,33.6724919,27.4128683,"Merbey EG, Amr Khalil Street, Aj Jona, 84513, Egypt","['catering', 'catering.restaurant']",,
The SnackShack El Gouna,Red Sea,Inas Al Deghedi Street,33.6752077,27.3960452,"The SnackShack El Gouna, Inas Al Deghedi Street, Aj Jona, 84513, Egypt","['catering', 'catering.restaurant', 'vegan', 'vegetarian']",,
Restaurant Aqua Palms,Red Sea,National Institute For Oceanography & Fisheries Housing,"Hurghada, Ismailia Road",33.6995696,27.3228291,"Restaurant Aqua Palms, Hurghada, Ismailia Road, Gamsha, Egypt","['catering', 'catering.restaurant', 'internet_access']",
Marco Polo,Red Sea,Ola Zaki Ghabour Street,33.6852298,27.3865524,"Marco Polo, Ola Zaki Ghabour Street, Gamsha, 84513, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.international']",,
Malu's Deli,Red Sea,Ahmed Ragab Street,33.6766845,27.409788,"Malu's Deli, Ahmed Ragab Street, Gamsha, 84513, Egypt","['catering', 'catering.restaurant']",,
Karibu,Red Sea,Doctor Magdy Yaacoub Street,33.673954,27.395928,"Karibu, Doctor Magdy Yaacoub Street, Gamsha, 84513, Egypt","['catering', 'catering.restaurant']",,
Lychee,Red Sea,Ahmed Ragab Street,33.6738355,27.4070474,"Lychee, Ahmed Ragab Street, Gamsha, 84513, Egypt","['catering', 'catering.restaurant', 'vegan', 'vegetarian']",,
La Rotisserie,Red Sea,Al Doctor Abd Al Fattah Fahmy Street,33.6814696,27.38797425,"La Rotisserie, Al Doctor Abd Al Fattah Fahmy Street, Gamsha, 84513, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",,
Le Garage,Red Sea,Ahmed Ragab Street,33.67656457,27.4090063,"Le Garage, Ahmed Ragab Street, Gamsha, 84513, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant', 'catering.restaurant.burger']",,
3nd Sokrat,Red Sea,Ahmed Ragab Street,33.67413156,27.40809795,"3nd Sokrat, Ahmed Ragab Street, Aj Jona, 84513, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant', 'catering.restaurant.regional']",,
Tandoor,Red Sea,Ahmed Ragab Street,33.67433018,27.40677795,"Tandoor, Ahmed Ragab Street, Gamsha, 84513, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant', 'catering.restaurant.indian']",,
Saigon Vietnamese Restaurant,Red Sea,Ahmed Ragab Street,33.67379036,27.4071507,"Saigon Vietnamese Restaurant, Ahmed Ragab Street, Aj Jona, 84513, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant', 'catering.restaurant.vietnamese']",,
Breeze Restaurant Bar,Red Sea,Ahmed Ragab Street,33.67529877,27.4090325,"Breeze Restaurant Bar, Ahmed Ragab Street, Gamsha, 84513, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",[],
Buzzha Beach Restaurant (KBC),Red Sea,Amr Khalil Street,33.6729123,27.4202076,"Buzzha Beach Restaurant (KBC), Amr Khalil Street, Gamsha, 84513, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant', 'catering.restaurant.international']",,
Noi,Red Sea,Amr Khalil Street,33.67718203,27.4157768,"Noi, Amr Khalil Street, Gamsha, 84513, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",[],
Rest,Red Sea,Al Amal District Housing,Street 1,33.0550706,28.3513498,"Rest, Street 1, Gharib Cape, 84715, Egypt","['catering', 'catering.cafe']",[]
غردقة,Red Sea,"Ra's Ghareb, Hurghada Road",33.6386977,27.3666311,"غردقة, Ra's Ghareb, Hurghada Road, 84513, Egypt","['catering', 'catering.cafe']",,
Morgan’s Beach Bistro,Red Sea,Ola Zaki Ghabour Street,33.685888,27.3854867,"Morgan’s Beach Bistro, Ola Zaki Ghabour Street, Gamsha, 84513, Egypt","['catering', 'catering.restaurant']",,
El Sayadeen,Red Sea,MariLu Street,33.6864726,27.3921071,"El Sayadeen, MariLu Street, Gamsha, 84513, Egypt","['catering', 'catering.restaurant']",[],
Il Limone,Red Sea,Doctor Magdy Yaacoub Street,33.684565,27.3978015,"Il Limone, Doctor Magdy Yaacoub Street, Gamsha, 84513, Egypt","['catering', 'catering.restaurant']",[],
7,Red Sea,National Institute For Oceanography & Fisheries Housing,"Hurghada, Ismailia Road",33.7191656,27.3133308,"007, Hurghada, Ismailia Road, Al Ahia', 84509, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.seafood']",
Aladdin Restaurant - Oriental Food,Red Sea,National Institute For Oceanography & Fisheries Housing,"Hurghada, Ismailia Road",33.7184021,27.312691,"Aladdin Restaurant - Oriental Food, Hurghada, Ismailia Road, Al Ahia', 84509, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.oriental']",
"Main Restaurant ""Indiana Jones""",Red Sea,National Institute For Oceanography & Fisheries Housing,"Hurghada, Ismailia Road",33.7167658,27.3110022,"Main Restaurant ""Indiana Jones"", Hurghada, Ismailia Road, Al Ahia', 84509, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.international']",
Grease,Red Sea,National Institute For Oceanography & Fisheries Housing,"Hurghada, Ismailia Road",33.7168725,27.3111775,"Grease, Hurghada, Ismailia Road, Al Ahia', 84509, Egypt","['catering', 'catering.fast_food']",
Don Vito,Red Sea,National Institute For Oceanography & Fisheries Housing,"Hurghada, Ismailia Road",33.7187068,27.3124333,"Don Vito, Hurghada, Ismailia Road, Al Ahia', 84509, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.italian']",
The Grill (former: Oriental Grill),Red Sea,Inas Al Deghedi Street,33.6763557,27.3955555,"The Grill (former: Oriental Grill), Inas Al Deghedi Street, Aj Jona, 84513, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.barbecue']",,
كفتريا الخليج,Red Sea,"Ra's Ghareb, Hurghada Road",33.0550551,28.350648,"كفتريا الخليج, Ra's Ghareb, Hurghada Road, Gharib Cape, 84715, Egypt","['catering', 'catering.restaurant']",,
كفتريا الفرسان,Red Sea,"Ra's Ghareb, Hurghada Road",33.0553122,28.3494012,"كفتريا الفرسان, Ra's Ghareb, Hurghada Road, Gharib Cape, 84715, Egypt","['catering', 'catering.restaurant']",,
Time,Red Sea,National Institute For Oceanography & Fisheries Housing,"Hurghada, Ismailia Road",33.733366,27.3027482,"Time, Hurghada, Ismailia Road, Al Ahia', 84509, Egypt","['catering', 'catering.cafe']",[]
Pier 88,Red Sea,Ahmed Ragab Street,33.6746353,27.4087177,"Pier 88, Ahmed Ragab Street, Gamsha, 84513, Egypt","['catering', 'catering.restaurant']",[],
Mangolian Restaurant,Red Sea,National Institute For Oceanography & Fisheries Housing,"Hurghada, Ismailia Road",33.7195543,27.3082858,"Mangolian Restaurant, Hurghada, Ismailia Road, Al Ahia', 84509, Egypt","['catering', 'catering.restaurant']",[]
bodega,Red Sea,Inas Al Deghedi Street,33.6752033,27.3959537,"bodega, Inas Al Deghedi Street, Gamsha, 84513, Egypt","['catering', 'catering.restaurant', 'internet_access']",,
Il Forno di Amelia,Red Sea,Inas Al Deghedi Street,33.6753984,27.3956458,"Il Forno di Amelia, Inas Al Deghedi Street, Gamsha, 84513, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.italian']",,
Chicha,Red Sea,Inas Al Deghedi Street,33.6752401,27.395828,"Chicha, Inas Al Deghedi Street, Gamsha, 84513, Egypt","['catering', 'catering.restaurant']",[],
Sotto Sopra,Red Sea,Ahmed Ragab Street,33.6747265,27.4078665,"Sotto Sopra, Ahmed Ragab Street, Gamsha, 84513, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.pizza']",,
Sunny Restaurant,Red Sea,Inas Al Deghedi Street,33.6735839,27.3994393,"Sunny Restaurant, Inas Al Deghedi Street, Gamsha, 84513, Egypt","['catering', 'catering.restaurant']",,
Wa7ed Shawarma,Red Sea,Inas Al Deghedi Street,33.6738682,27.3962995,"Wa7ed Shawarma, Inas Al Deghedi Street, Gamsha, 84513, Egypt","['catering', 'catering.restaurant']",[],
Caleo,Red Sea,Inas Al Deghedi Street,33.673887,27.396159,"Caleo, Inas Al Deghedi Street, Gamsha, 84513, Egypt","['catering', 'catering.restaurant']",[],
Arena,Red Sea,Selena Bay road B,33.7117309,27.3191572,"Arena, Selena Bay road B, Al Ahia', 84509, Egypt","['catering', 'catering.restaurant']",[],
Bob's,Red Sea,Ahmed Ragab Street,33.6748017,27.4069709,"Bob's, Ahmed Ragab Street, Gamsha, 84513, Egypt","['catering', 'catering.fast_food']",,
The Burger Bar,Red Sea,Ahmed Ragab Street,33.6753048,27.4068848,"The Burger Bar, Ahmed Ragab Street, Gamsha, 84513, Egypt","['catering', 'catering.fast_food', 'catering.fast_food.burger']",,
Daily Dose,Red Sea,Ahmed Ragab Street,33.6754218,27.4068845,"Daily Dose, Ahmed Ragab Street, Gamsha, 84513, Egypt","['catering', 'catering.cafe']",,
House of Coffee,Red Sea,Ahmed Ragab Street,33.6737926,27.4071022,"House of Coffee, Ahmed Ragab Street, Gamsha, 84513, Egypt","['catering', 'catering.cafe', 'catering.cafe.coffee', 'catering.cafe.coffee_shop']",,
Mios,Red Sea,Doctor Magdy Yaacoub Street,33.6769923,27.3936423,"Mios, Doctor Magdy Yaacoub Street, Gamsha, 84513, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.seafood']",,
Red Sea,Selena Bay road B,33.70982477,27.32068925,"Selena Bay road B, Al Ahia', 84509, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",[],,
Red Sea,Selena Bay road B,33.70837026,27.31889805,"Selena Bay road B, Al Ahia', 84509, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",[],,
Red Sea,"Ra's Ghareb, Hurghada Road",33.4490703,27.8293854,"Ra's Ghareb, Hurghada Road, Gharib Cape, Egypt","['catering', 'catering.cafe']",[],,
Red Sea,Selena Bay road A,33.71080089,27.31740215,"Selena Bay road A, Al Ahia', 84509, Egypt","['building', 'building.catering', 'catering', 'catering.fast_food']",[],,
33.6607209,27.37743505,"['building', 'building.catering', 'catering', 'catering.restaurant']",[],,,,,
Red Sea,Doctor Magdy Yaacoub Street,33.68459465,27.39773165,"Doctor Magdy Yaacoub Street, Gamsha, 84513, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",[],,
Red Sea,Doctor Magdy Yaacoub Street,33.68420118,27.39826105,"Doctor Magdy Yaacoub Street, Gamsha, 84513, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",[],,
Red Sea,Doctor Magdy Yaacoub Street,33.68425955,27.39792515,"Doctor Magdy Yaacoub Street, Gamsha, 84513, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",[],,
Red Sea,Doctor Magdy Yaacoub Street,33.681968,27.396077,"Doctor Magdy Yaacoub Street, Aj Jona, 84513, Egypt","['catering', 'catering.restaurant']",[],,
Delicious felafel,Red Sea,Al Malek Seoud Street,33.075595,28.3554165,"Delicious felafel, Al Malek Seoud Street, Gharib Cape, 84715, Egypt","['catering', 'catering.restaurant']",,
Mori Sushi,Red Sea,Ahmed Ragab Street,33.6761255,27.4102994,"Mori Sushi, Ahmed Ragab Street, Gamsha, 84513, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.japanese']",,
La Luna Pizzeria,Red Sea,Inas Al Deghedi Street,33.6773781,27.3958937,"La Luna Pizzeria, Inas Al Deghedi Street, Gamsha, 84513, Egypt","['catering', 'catering.restaurant']",,
Red Sea,National Institute For Oceanography & Fisheries Housing,"Hurghada, Ismailia Road",33.7241905,27.3072419,"Hurghada, Ismailia Road, Al Ahia', 84509, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.italian']",,
Red Sea,National Institute For Oceanography & Fisheries Housing,"Hurghada, Ismailia Road",33.7065082,27.3165435,"KM 13 Hurghada, Ismailia Road, Hurghada, 84509, Egypt","['catering', 'catering.restaurant']",[],
Red Sea,Selena Bay road B,33.7083672,27.3189098,"Selena Bay road B, Al Ahia', 84509, Egypt","['catering', 'catering.restaurant']",[],,
Red Sea,Selena Bay road B,33.7097854,27.320694,"Selena Bay road B, Al Ahia', 84509, Egypt","['catering', 'catering.restaurant']",[],,
Better Buns,Red Sea,Ahmed Ragab Street,33.6761369,27.4101102,"Better Buns, Ahmed Ragab Street, Gamsha, 84513, Egypt","['catering', 'catering.restaurant']",,
Red Sea,MariLu Street,33.685836,27.3954567,"MariLu Street, Gamsha, 84513, Egypt","['catering', 'catering.restaurant']",[],,
Red Sea,MariLu Street,33.6844422,27.394866,"MariLu Street, Gamsha, 84513, Egypt","['catering', 'catering.restaurant']",[],,
Snack,Red Sea,"Al Qusair, Marsa Aalam Road",34.79095448,25.25401,"Snack, Al Qusair, Marsa Aalam Road, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",,
Bella Chicken,Red Sea,"Al Qusair, Marsa Aalam Road",34.79020266,25.2549274,"Bella Chicken, Al Qusair, Marsa Aalam Road, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant', 'catering.restaurant.chicken']",,
Al Diwan,Red Sea,"Al Qusair, Marsa Aalam Road",34.6094387,25.6001619,"Al Diwan, Al Qusair, Marsa Aalam Road, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.international', 'internet_access', 'internet_access.free']",,
"Sisha Bar ""Bedouin Tent""",Red Sea,"Al Qusair, Marsa Aalam Road",34.5987368,25.6074171,"Sisha Bar ""Bedouin Tent"", Al Qusair, Marsa Aalam Road, Egypt","['catering', 'catering.cafe', 'internet_access']",,
Main Restaurant,Red Sea,"Al Qusair, Marsa Aalam Road",34.5991015,25.6075695,"Main Restaurant, Al Qusair, Marsa Aalam Road, Egypt","['catering', 'catering.restaurant']",,
El Khan,Red Sea,"Al Qusair, Marsa Aalam Road",34.7896257,25.2533666,"El Khan, Al Qusair, Marsa Aalam Road, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.oriental']",,
Alfredo,Red Sea,"Al Qusair, Marsa Aalam Road",34.7895061,25.2561814,"Alfredo, Al Qusair, Marsa Aalam Road, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.italian']",,
Al Fresco,Red Sea,Mövenpick El Qusair,34.24913377,26.1529809,"Al Fresco, Mövenpick El Qusair, Al Qusair City, 84712, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant', 'catering.restaurant.italian']",,
Fisherman's hut,Red Sea,"Safaga, Al Qusair Road",34.25070252,26.1518752,"Fisherman's hut, Safaga, Al Qusair Road, Al Qusair City, 84712, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",[],
كوستا كوفي,Red Sea,"Al Qusair, Marsa Aalam Road",34.634879,25.534141,"Costa Coffee, Al Qusair, Marsa Aalam Road, Port Ghalib, Egypt","['catering', 'catering.cafe']",,
غران كافيه,Red Sea,"Al Qusair, Marsa Aalam Road",34.6352189,25.5340953,"Grand Cafe, Al Qusair, Marsa Aalam Road, Port Ghalib, Egypt","['catering', 'catering.cafe']",,
بيزا هت,Red Sea,"Al Qusair, Marsa Aalam Road",34.6345696,25.5340379,"Pizza Hut, Al Qusair, Marsa Aalam Road, Port Ghalib, Egypt","['catering', 'catering.fast_food']",,
فيوزن فار إيسترن,Red Sea,"Al Qusair, Marsa Aalam Road",34.6364777,25.5341124,"Fusion far Eastern, Al Qusair, Marsa Aalam Road, Port Ghalib, Egypt","['catering', 'catering.restaurant']",,
شمولاز,Red Sea,"Al Qusair, Marsa Aalam Road",34.6388915,25.5381899,"Shamlula's, Al Qusair, Marsa Aalam Road, Port Ghalib, Egypt","['catering', 'catering.fast_food']",,
كوستا كوفي,Red Sea,"Al Qusair, Marsa Aalam Road",34.6371237,25.5342862,"Costa Coffee, Al Qusair, Marsa Aalam Road, Port Ghalib, Egypt","['catering', 'catering.cafe']",,
Brayka Bay Reef Hotel,Red Sea,"Al Qusair, Marsa Aalam Road",34.80006761,25.21607555,"Brayka Bay Reef Hotel, Al Qusair, Marsa Aalam Road, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",[],
Olivo,Red Sea,"Al Qusair, Marsa Aalam Road",34.60763225,25.59828335,"Olivo, Al Qusair, Marsa Aalam Road, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",[],
Plateao Beachbar,Red Sea,"Al Qusair, Marsa Aalam Road",34.61365279,25.59963925,"Plateao Beachbar, Al Qusair, Marsa Aalam Road, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",[],
Morgana Cafe,Red Sea,Social Housing,10th of Ramadan Road,34.2748237,26.1167178,"Morgana Cafe, 10th of Ramadan Road, Al Qusair City, 84712, Egypt","['catering', 'catering.cafe']",[]
Orangerie,Red Sea,Mövenpick El Qusair,34.2466501,26.1547614,"Orangerie, Mövenpick El Qusair, Al Qusair City, 84712, Egypt","['catering', 'catering.restaurant']",[],
Seagull,Red Sea,Mövenpick El Qusair,34.2465624,26.1550477,"Seagull, Mövenpick El Qusair, Al Qusair City, 84712, Egypt","['catering', 'catering.restaurant']",[],
Grand Cafe,Red Sea,"Al Qusair, Marsa Aalam Road",34.635243,25.533852,"Grand Cafe, Al Qusair, Marsa Aalam Road, Port Ghalib, Egypt","['catering', 'catering.cafe']",,
La Palme,Red Sea,"Al Qusair, Marsa Aalam Road",34.37905242,25.9550513,"La Palme, Al Qusair, Marsa Aalam Road, Al Qusair City, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",[],
La Veranda,Red Sea,"Al Qusair, Marsa Aalam Road",34.38000844,25.95222065,"La Veranda, Al Qusair, Marsa Aalam Road, Al Qusair City, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant', 'catering.restaurant.mediterranean']",,
Marsa Shagra Ecolodge Village - Main Restaurant,Red Sea,"Al Qusair, Marsa Aalam Road",34.7943987,25.2459867,"Marsa Shagra Ecolodge Village - Main Restaurant, Al Qusair, Marsa Aalam Road, Egypt","['catering', 'catering.restaurant']",[],
Beduin cafe,Red Sea,"Al Qusair, Marsa Aalam Road",34.7576431,25.2507496,"Beduin cafe, Al Qusair, Marsa Aalam Road, Marsa Alam City, Egypt","['catering', 'catering.cafe']",[],
The Oasis,Red Sea,"Al Qusair, Marsa Aalam Road",34.7832592,25.2665099,"The Oasis, Al Qusair, Marsa Aalam Road, Egypt","['catering', 'catering.restaurant', 'internet_access']",,
Panorama Buffet Restaurant,Red Sea,"Al Qusair, Marsa Aalam Road",34.6422909,25.5216048,"Panorama Buffet Restaurant, Al Qusair, Marsa Aalam Road, Port Ghalib, Egypt","['catering', 'catering.restaurant']",[],
Chez Pascal,Red Sea,"Al Qusair, Marsa Aalam Road",34.642178,25.5212735,"Chez Pascal, Al Qusair, Marsa Aalam Road, Port Ghalib, Egypt","['catering', 'catering.restaurant']",[],
Lagoona,Red Sea,"Al Qusair, Marsa Aalam Road",34.6451069,25.5216462,"Lagoona, Al Qusair, Marsa Aalam Road, Port Ghalib, Egypt","['catering', 'catering.restaurant']",[],
Al Sultan,Red Sea,"Al Qusair, Marsa Aalam Road",34.6371145,25.5346655,"Al Sultan, Al Qusair, Marsa Aalam Road, Port Ghalib, Egypt","['catering', 'catering.restaurant']",[],
Divino,Red Sea,"Al Qusair, Marsa Aalam Road",34.6349425,25.5339225,"Divino, Al Qusair, Marsa Aalam Road, Port Ghalib, Egypt","['catering', 'catering.restaurant']",[],
BiCafe,Red Sea,"Al Qusair, Marsa Aalam Road",34.6352537,25.5340187,"BiCafe, Al Qusair, Marsa Aalam Road, Port Ghalib, Egypt","['catering', 'catering.restaurant']",[],
Wunderbar,Red Sea,"Al Qusair, Marsa Aalam Road",34.6360666,25.5343099,"Wunderbar, Al Qusair, Marsa Aalam Road, Port Ghalib, Egypt","['catering', 'catering.restaurant']",[],
Promodoro Restaurant,Red Sea,"Al Qusair, Marsa Aalam Road",34.606489,25.5990366,"Promodoro Restaurant, Al Qusair, Marsa Aalam Road, Egypt","['catering', 'catering.restaurant']",[],
Main Restaurant,Red Sea,"Al Qusair, Marsa Aalam Road",34.7430608,25.325713,"Main Restaurant, Al Qusair, Marsa Aalam Road, Egypt","['catering', 'catering.restaurant']",[],
Dolce Vita Restaurant,Red Sea,"Al Qusair, Marsa Aalam Road",34.7441291,25.3241,"Dolce Vita Restaurant, Al Qusair, Marsa Aalam Road, Egypt","['catering', 'catering.restaurant']",[],
MOMO,Red Sea,"Al Qusair, Marsa Aalam Road",34.6099536,25.5986342,"MOMO, Al Qusair, Marsa Aalam Road, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.chinese']",,
Sofra,Red Sea,"Al Qusair, Marsa Aalam Road",34.609774,25.5985942,"Sofra, Al Qusair, Marsa Aalam Road, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.turkish']",,
Beach Restaurant Mashawi,Red Sea,"Al Qusair, Marsa Aalam Road",34.6031757,25.6070841,"Beach Restaurant Mashawi, Al Qusair, Marsa Aalam Road, Egypt","['catering', 'catering.restaurant']",[],
Gamberini,Red Sea,"Al Qusair, Marsa Aalam Road",34.8015611,25.2182435,"Gamberini, Al Qusair, Marsa Aalam Road, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.fish']",,
Zest,Red Sea,"Al Qusair, Marsa Aalam Road",34.7996241,25.2165963,"Zest, Al Qusair, Marsa Aalam Road, Egypt","['catering', 'catering.restaurant']",,
Soprano,Red Sea,"Al Qusair, Marsa Aalam Road",34.7918169,25.2509252,"Soprano, Al Qusair, Marsa Aalam Road, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.italian', 'catering.restaurant.pizza']",,
L' Asiatique,Red Sea,"Al Qusair, Marsa Aalam Road",34.7855678,25.2558268,"L' Asiatique, Al Qusair, Marsa Aalam Road, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.asian']",,
Snack bar,Red Sea,"Al Qusair, Marsa Aalam Road",34.7856324,25.2554146,"Snack bar, Al Qusair, Marsa Aalam Road, Egypt","['catering', 'catering.fast_food', 'catering.fast_food.pizza']",,
Mediterranean,Red Sea,"Al Qusair, Marsa Aalam Road",34.7900681,25.256589,"Mediterranean, Al Qusair, Marsa Aalam Road, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.mediterranean']",,
Sea Breeze Grill,Red Sea,"Al Qusair, Marsa Aalam Road",34.3800333,25.9536246,"Sea Breeze Grill, Al Qusair, Marsa Aalam Road, Al Qusair City, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.barbecue']",,
Red Sea,"Al Qusair, Marsa Aalam Road",34.38920542,25.9396579,"Al Qusair, Marsa Aalam Road, Al Qusair City, Egypt","['catering', 'catering.restaurant']",[],,
Red Sea,"Al Qusair, Marsa Aalam Road",34.39148581,25.9392879,"Al Qusair, Marsa Aalam Road, Al Qusair City, Egypt","['catering', 'catering.restaurant']",[],,
34.60849362,25.59808055,"['building', 'building.catering', 'catering', 'catering.restaurant']",[],,,,,
Red Sea,"Al Qusair, Marsa Aalam Road",34.60762365,25.60052025,"Al Qusair, Marsa Aalam Road, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",[],,
Red Sea,"Al Qusair, Marsa Aalam Road",34.6075349,25.60048135,"Al Qusair, Marsa Aalam Road, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",[],,
Red Sea,"Al Qusair, Marsa Aalam Road",34.6074478,25.6004611,"Al Qusair, Marsa Aalam Road, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",[],,
Red Sea,"Al Qusair, Marsa Aalam Road",34.60839282,25.59798825,"Al Qusair, Marsa Aalam Road, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",[],,
Red Sea,"Al Qusair, Marsa Aalam Road",34.4049578,25.9140344,"Al Qusair, Marsa Aalam Road, Al Qusair City, Egypt","['catering', 'catering.restaurant']",[],,
Red Sea,"Al Qusair, Marsa Aalam Road",34.4069158,25.9135326,"Al Qusair, Marsa Aalam Road, Al Qusair City, Egypt","['catering', 'catering.restaurant']",[],,
Red Sea,"Al Qusair, Marsa Aalam Road",34.3875685,25.9375775,"Al Qusair, Marsa Aalam Road, Al Qusair City, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.regional']",,,
Red Sea,"Al Qusair, Marsa Aalam Road",34.3874076,25.9375775,"Al Qusair, Marsa Aalam Road, Al Qusair City, Egypt","['catering', 'catering.cafe']",[],,
Red Sea,"Al Qusair, Marsa Aalam Road",34.6419731,25.5219241,"Al Qusair, Marsa Aalam Road, Port Ghalib, Egypt","['catering', 'catering.restaurant']",,,
Red Sea,"Al Qusair, Marsa Aalam Road",34.6099304,25.5990935,"Al Qusair, Marsa Aalam Road, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.pizza']",,,
Red Sea,"Al Qusair, Marsa Aalam Road",34.6100611,25.6011118,"Al Qusair, Marsa Aalam Road, Egypt","['catering', 'catering.restaurant']",[],,
Red Sea,"Al Qusair, Marsa Aalam Road",34.277678,26.1121422,"Al Qusair, Marsa Aalam Road, Al Qusair City, 84712, Egypt","['catering', 'catering.cafe']",[],,
Cafeteria,Aswan,"Idfu, Marsa Aalam Road",33.367851,24.994646,"Cafeteria, Idfu, Marsa Aalam Road, Egypt","['catering', 'catering.cafe']",,
استراحة طريق,New Valley,"Asyout, Al Khargah Road",30.8084134,26.6137812,"Break Road, Asyout, Al Khargah Road, Egypt","['catering', 'catering.cafe']",,
New Valley,"Asyout, Al Khargah Road",30.80811414,26.61388575,"Asyout, Al Khargah Road, Egypt","['building', 'building.catering', 'catering', 'catering.cafe']",[],,
مطعم الديذل,Aswan,Ibrahim Ahmed Hussein Street,32.8977123,24.0910487,"Eldethl, Ibrahim Ahmed Hussein Street, Othman Ahmed Ibrahim, 81511, Egypt","['catering', 'catering.restaurant', 'internet_access']",,
مكاني,Aswan,Kornish Al Nile Street,32.8907113,24.0856284,"Makani, Kornish Al Nile Street, Taqouk Mountain, 81529, Egypt","['catering', 'catering.cafe', 'internet_access']",,
El Wensh,Aswan,Fandq Al Safa Street,32.9017634,24.1014135,"El Wensh, Fandq Al Safa Street, Saleh Gahin, 81543, Egypt","['catering', 'catering.fast_food']",,
مطعم فسفوريكو,Aswan,Al Smad Bahary Street,32.9041197,24.1053175,"Phosphorico Restaurant, Al Smad Bahary Street, Saleh Gahin, 81543, Egypt","['catering', 'catering.restaurant']",,
Kana Kato Restaurant & cafe,Aswan,loop from Nubialin,32.8854316,24.0885437,"Kana Kato Restaurant & cafe, loop from Nubialin, Koti, 81529, Egypt","['catering', 'catering.restaurant']",,
Aussichtsrestaurant,Aswan,Naser City Housing,Al Fanadq Street,32.88107337,24.07270585,"Aussichtsrestaurant, Al Fanadq Street, Nagaa Al Mahata, 81529, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.regional', 'tourism', 'tourism.attraction', 'tourism.attraction.viewpoint']",
ماكدونالدز,Aswan,Kornish Al Nile Street,32.89685728,24.0952309,"McDonald's, Kornish Al Nile Street, Sherif Soliman, 81543, Egypt","['building', 'building.catering', 'catering', 'catering.fast_food', 'catering.fast_food.burger']",,
Salah Ed-Din,Aswan,Kornish Al Nile Street,32.89526401,24.09093945,"Salah Ed-Din, Kornish Al Nile Street, Othman Ahmed Ibrahim, 81543, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant', 'catering.restaurant.regional']",,
Touristic restaurant,Aswan,Abtal Al Tahrir Street,32.90130517,24.10300715,"Touristic restaurant, Abtal Al Tahrir Street, Saleh Gahin, 81543, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.regional']",,
